"Symbol" "baseline" "Symptomatic" "Asymptomatic"
"DAZAP2" 0.139037626158793 0.238131199721934 0
"RHOA" 0.120127617772704 0 0.216674107220123
"ITGB2" 0.116959664752947 0.460624413546329 0.43153416983432
"NOP53" 0 1.28223575186994 0
"ALOX5AP" 0.124353700728615 0.314771754300679 0
"TAGLN2P1" 0.1176463232259 0 0.44040174745488
"TAGLN2" 0.1176463232259 0 0.44040174745488
"YBX1P1" 0.116013610573776 0 0.393106629126695
"YBX1" 0.116013610573776 0 0.393106629126695
"RPL13AP7" 0.118096718288994 0.245623829349324 0
"RPL13AP6" 0.118096718288994 0.245623829349324 0
"SNORD32A" 0.118096718288994 0.245623829349324 0
"MNDA" 0 0.230453008465591 0
"RNASET2" 0.111352793401958 0 0.196415012714819
"SH3BGRL3" 0.157529894553879 0.486752919275502 0
"RPS5" 0.10361603403172 0.276894789146434 0.183301072658813
"YWHAB" 0.163036287645993 0.546518864950642 0
"FCN1" 0.109462783060801 0.527883746908914 0
"CAP1" 0 0.350972064622586 0
"LCP1" 0.151262237525524 0 0
"TYROBP" 0 0 0
"DDX17" 0.162332497091865 0.842514032277636 0
"HCLS1" 0 0.33764052143667 0.433075701553515
"HLA-DRB5" 0.134705934909801 0.617392668603677 0
"HLA-DRB3" 0.134705934909801 0.617392668603677 0
"SORL1" 0 0.239193544228079 0.860014119196493
"LYZ" 0.133051273015644 0 0
"S100A8" 0 0 0
"ATP6V0C" 0.102665837053934 0 0.183076562399577
"ALAS2" 0.218490454792326 0.377762322278705 0.580600779887454
"BASP1" 0 0 0
"UCP2" 0.105570659933254 0 0
"TUBA1B" 0.124234096952935 0 0
"TUBA1C" 0.124234096952935 0 0
"TUBA1A" 0.124234096952935 0 0
"ICAM3" 0 0 0.258308694175911
"CD53" 0.119276600908412 0.235718399025107 0
"RIMS2" 0 0.586514528314004 0.20942964203774
"RPS6" 0 0.586514528314004 0.20942964203774
"CXCR2" 0 0 0.183383489782868
"NCOA4" 0 0.56094248037478 0.189046094503615
"FCGR3A" 0.121015712288344 0.2373673261293 0
"FBXO7" 0.147015286428852 0 0
"CEBPB" 0 0.631990825306478 0.198424263994513
"IGLC2" 0.20766762346202 0.564356513967179 0
"IGLC3" 0.20766762346202 0.564356513967179 0
"HLA-J" 0.2308073719727 0.704994645525621 0.182192441497589
"TUBAP2" 0.126740503724165 0 0.224407995869998
"PABPC3" 0.126028316297884 1.3143364601762 0
"RPL14" 0.111823152222626 0.259432724961119 0
"BTG1" 0.110228984790564 1.0074094469194 0
"HLA-DPA1" 0.225469595882973 0.256038652149688 0
"RGS2" 0 0 0.18495652583403
"RPS20" 0.250512257092951 0 0
"SNORD54" 0.250512257092951 0 0
"RPS18" 0.236525645280561 0.238248714620147 0.187680546459211
"ARPC2" 0.116390428401178 0 0
"NCF2" 0 0 0
"TRBC2" 0.110605520908443 1.75700823089417 0.414817284827368
"BNIP3L" 0 0.238457324057749 0.417774185018203
"RPSAP58" 0.118343543294295 0 0
"RPSAP54" 0.118343543294295 0 0
"RPSAP19" 0.118343543294295 0 0
"RPSAP9" 0.118343543294295 0 0
"RPSAP15" 0.118343543294295 0 0
"RPSAP26" 0.118343543294295 0 0
"RPSA" 0.118343543294295 0 0
"RPSAP12" 0.118343543294295 0 0
"SEPT9" 0.140646531299004 1.03263308826396 0.744304168545865
"TRAC" 0.228921231031268 2.68808345952015 0.620695215196539
"ARF1" 0 0 0
"ADIPOR1" 0 0 0
"RPLP0P6" 0 0 0.191760947577364
"RPLP0" 0 0 0.191760947577364
"SRGN" 0.10055865865763 0 0
"PRDX6" 0.105152173921636 0 0
"HMGN2P5" 0.149662627071603 0 0
"HMGN2" 0.149662627071603 0 0
"HMGN2P3" 0.149662627071603 0 0
"HMGN2P17" 0.149662627071603 0 0
"HMGN2P7" 0.149662627071603 0 0
"HMGN2P6" 0.149662627071603 0 0
"RPL12P38" 0.149662627071603 0 0
"HCK" 0 0 0
"PPIA" 0.14541538006669 0 0
"PPIAP29" 0.14541538006669 0 0
"PPIAP11" 0.14541538006669 0 0
"PPIAP31" 0.14541538006669 0 0
"PPIAP22" 0.14541538006669 0 0
"HLA-DRA" 0.136411459772676 0.310100779489309 0
"HNRNPA1P7" 0 0.601808352190041 0.209589023921083
"HNRNPA1P35" 0 0.601808352190041 0.209589023921083
"HNRNPA1" 0 0.601808352190041 0.209589023921083
"HNRNPA1P4" 0 0.601808352190041 0.209589023921083
"MSN" 0.115667551495221 0.955002017686105 0.845224905632178
"CSF3R" 0 0.545269540991659 0
"SDCBP" 0 0 0.205623261823522
"HSPA1A" 0.141501531483008 0.426592723565886 0
"MYO1F" 0.11915254269226 0.7342854513282 0.473474914314706
"S100A6" 0.137429235383172 0 0
"RPL4" 0.227773929072165 0.464006805980223 0.19018560308963
"RPL38" 0.100851573869346 0 0
"ACTR3" 0.113462285070368 0 0
"MIR3064" 0.153179022464715 0 0
"DDX5" 0.153179022464715 0 0
"TSC22D3" 0.115022788474726 0 0.197177704905577
"LYN" 0 0.262232323215877 0
"COTL1" 0.15161314435034 0 0
"RPS23" 0.171043377541759 0 0.204662700574944
"SERF2" 0 0.535659777367909 0.618916452904512
"SLC25A37" 0.109368257111043 0.276813165006758 0
"ADAR" 0.142077662325414 0.917115708716048 0.221191497581771
"EIF3L" 0.151942243778707 1.18429050188293 0
"HNRNPK" 0.166126629468505 0 0
"MIR7-1" 0.166126629468505 0 0
"HNRNPKP4" 0.166126629468505 0 0
"SLC25A6" 0.210778617007626 0.26038559904735 0.215670589245512
"TMBIM6" 0.113301505491575 1.61573208873953 0.613339162864346
"SNCA" 0.104960532405042 0.802693702561483 0.405385560940387
"CELF2" 0 0.242788190219608 0
"PSME1" 0.242775998943399 2.40436492188294 0.449297724693937
"RPL41P1" 0.132317517405349 0.243970644637146 0
"RPL41" 0.132317517405349 0.243970644637146 0
"RPL41P2" 0.132317517405349 0.243970644637146 0
"BTF3" 0 0.912200350016166 0.971526208795512
"CTSS" 0.113016233121515 0.513102879529819 0
"CALM1" 0 1.10885937852687 0.237584822000465
"PIK3CD" 0.167927660671816 0.351789406963456 0.413534754219531
"CALM2" 0.112101542495629 0 0
"S100A10" 0.106784577958576 0.251152828182287 0.190664256278438
"TAPBP" 0.124222309869315 1.06179342202055 0.71491792317784
"MYD88" 0 0.864213313426538 0.221103855185047
"PTMA" 0 0.714272837570154 0
"PTMAP5" 0 0.714272837570154 0
"PTMAP2" 0 0.714272837570154 0
"SLC25A3" 0 0.931738277599462 0
"RAC1P2" 0.100232877345389 0 0.199664218393631
"RAC1" 0.100232877345389 0 0.199664218393631
"WAS" 0.11911361770393 0.258284043603378 0.19695203061222
"CMTM6" 0.101352833180581 0.235729271758579 0
"EVI2B" 0.107888925930867 0 0
"MSRB1" 0 0.226644775389918 0.198467037983868
"BLVRB" 0 0.380007896049614 0.273224236640512
"RPS4XP2" 0.100128832425989 0.774048681796852 0
"EMP3" 0.101024561940157 1.2896650084781 1.00631391056478
"EIF4A1" 0.10229932125071 0.697345878184544 0
"SENP3-EIF4A1" 0.10229932125071 0.697345878184544 0
"SNORA67" 0.10229932125071 0.697345878184544 0
"EIF4A1P10" 0.10229932125071 0.697345878184544 0
"ANXA11" 0 0.324300318660174 0.2152612892514
"GUK1" 0.139832282697628 0 0.594183079331171
"MKNK2" 0.142580582927266 0.262563510139626 0.209728378678859
"CX3CR1" 0.117566842944395 0 0
"TKT" 0.107210322628075 0 0.206084758453004
"SNORA65" 0.15018234113408 0 0
"IGHA2" 0.11722990385639 0 0
"IGHA1" 0.11722990385639 0 0
"XPO6" 0 0 0.203979472228
"KLF2" 0.136772275633235 0.566276388979153 0
"ATP5A1" 0.163623277676993 0 0
"SNORD35A" 0.122022344270214 1.30175762020391 0.188471930359226
"RPS26P15" 0.110906579684629 0 0
"RPS26" 0.110906579684629 0 0
"RPS26P6" 0.110906579684629 0 0
"RPS26P47" 0.110906579684629 0 0
"RPS26P3" 0.110906579684629 0 0
"RPS26P8" 0.110906579684629 0 0
"RPS26P28" 0.110906579684629 0 0
"RPS9" 0.107484565997519 0.234946961031734 0
"FCER1G" 0 0.944686415848726 0
"DEFA1B" 0.104488115450744 0 0
"DEFA1" 0.104488115450744 0 0
"DEFA3" 0.104488115450744 0 0
"EIF3FP3" 0.10443157220504 1.01178472929851 0.189838615863188
"EIF3F" 0.10443157220504 1.01178472929851 0.189838615863188
"YWHAZ" 0.105213613635577 0.226803029992039 0.232029560657163
"GPSM3" 0.136950146507456 0.255514906018616 0.201601942489085
"LGALS3" 0 0.654253247976281 0.446269787532273
"YBX1P10" 0 0 0.188033936407832
"ARPC5" 0.114791946906583 0 0
"TCF7" 0.232209284289487 1.83000975325433 0
"PTPN6" 0.119314207390168 0.313920346837989 0.389306423031866
"CST3" 0.120956174824366 0.488077367223619 0
"NCF1C" 0.164585254224208 0.748399449593603 0
"NCF1B" 0.164585254224208 0.748399449593603 0
"NCF1" 0.164585254224208 0.748399449593603 0
"RPS10-NUDT3" 0.216809289578729 0.247030436223884 0
"RPS10P3" 0.216809289578729 0.247030436223884 0
"RPS10" 0.216809289578729 0.247030436223884 0
"HSPA8" 0.11544331935642 0 0
"SNORD14C" 0.11544331935642 0 0
"RPL10A" 0.143697863656336 0.88388508615295 0.194783535984351
"RNF10" 0.110229393922217 0.239810309135452 0.192941632765601
"ARPC1B" 0.141393394594659 0.282528906844147 0
"SNORA66" 0.115771843163514 0.241547042450778 0.402802210824672
"RPL5P34" 0.115771843163514 0.241547042450778 0.402802210824672
"RPL5" 0.115771843163514 0.241547042450778 0.402802210824672
"PRR13P5" 0.145531004160493 0 0
"PRR13" 0.145531004160493 0 0
"RHOG" 0.104995218408848 0.232677341785082 0.224711956317718
"RPL37" 0.161358596835811 0 0
"SELPLG" 0.124946172795387 0.554310377002389 0.269792224027004
"PGK1" 0 0.226675395380642 0.425915901387817
"LASP1" 0.111121561972566 0.327057955109041 0.45967284197546
"PABPC1P3" 0.149056195834648 0.25062468757722 0
"ANP32B" 0.103093114875185 0.388361761083385 0
"ATP6V0E1" 0 0 0
"VCAN" 0.134511808529458 0.571724151569806 0.183907934834116
"ZFP36L2" 0.239345110273671 1.65084057016831 0.189243040805226
"UBE2D3" 0.102447019090114 1.02329000265707 0
"MYL12A" 0.129693388887593 0.317870682185359 0.283623179623747
"MYL12B" 0.129693388887593 0.317870682185359 0.283623179623747
"LAMP1" 0 0.879193576921379 0.806747791565478
"SKP1" 0.101131404433649 0.406036052435093 0.229105653550459
"SKP1P1" 0.101131404433649 0.406036052435093 0.229105653550459
"LINC00174" 0.101131404433649 0.406036052435093 0.229105653550459
"CTSB" 0.102021770795611 1.02129209837775 0.248775475052969
"EEF1D" 0 1.74402268369987 0.587744650697222
"GLUL" 0 0.767518679262856 0.638468134755463
"FAU" 0.122353455030926 0 0
"IL7R" 0 0.349162549280873 0.408484347891051
"WDR1" 0.111181888176588 0.329139814271444 0.300011291524645
"CSF2RB" 0 0 0
"ALOX5" 0.106152467501473 0.265547351068848 0.390602778172853
"MKRN1" 0.111986389675705 0.628474398750664 0.424695659865789
"PTP4A2" 0.111116000715788 0.621732440417411 0.279748867855509
"CAT" 0.107262860786097 0 0.242314790888021
"PCBP1" 0.12707519348886 0.619841447746053 0.415938822818311
"CXCR4" 0.121898096494566 0.256956486127368 0
"CCND3" 0.100029841495074 0 0.222962104047455
"CAPZB" 0.229131995158775 0.226247701884596 0.414067060351696
"ADGRE5" 0.204782428479344 0 0.503764626811837
"CD37" 0.122544987443285 1.13057157925773 0.195699479402337
"RPL30" 0.126556456237818 0.230216773706864 0.219490338166686
"JAK1" 0.122757134508951 0.959551694563497 0.195908375004085
"CD14" 0.114257391831785 0.581050131205 0
"MXI1" 0 0.316350743252919 0.383449939300084
"AQP9" 0.109336332605463 0 0
"IER2" 0.136001968238737 1.13765440957954 0.257169734564938
"RPL6" 0.137009165865874 0.738758122038468 0
"FGR" 0.113504672893232 0 0.18458390655814
"NFKBIA" 0.111150468673874 0 0
"ANXA2" 0 0.289709376206673 0
"SNORD14E" 0 0 0.203418831576805
"PGAM1" 0.112635747766788 0 0
"PGAM4" 0.112635747766788 0 0
"BCL6" 0.120719764367557 0 0
"NADK" 0 0.522865142170776 0
"CAPNS1" 0.208849967627287 0.23169213001814 0
"RPL15P14" 0.134265749611963 0 0
"RPL15P3" 0.134265749611963 0 0
"RPL15" 0.134265749611963 0 0
"ATP6V0D1" 0.116751567749329 0.299395587128645 0.187405166163279
"IL2RG" 0.154015427006317 0.229687783059903 0
"PSMB9" 0 3.32068285121283 0.293545739518717
"JUND" 0 0.338932976922531 0
"STK24" 0.104957026298749 0 0
"MAX" 0.109397919166795 0.881964645638026 0.239797289319303
"PIP4K2A" 0.106633445386563 0.392820342618687 0.627656563036293
"GNG5" 0.235051377393889 0.512478449537754 0.435737408401923
"GNG5P2" 0.235051377393889 0.512478449537754 0.435737408401923
"RPS27" 0.104341147724703 0 0
"CD99" 0.122187395849362 0.369692902328496 0
"PRF1" 0 0 0.196330036943394
"SEC14L1" 0 0.537167655868439 0.205934189466889
"RPL24P8" 0.143130865483223 0.251197504865427 0.421693802686317
"RPL24P2" 0.143130865483223 0.251197504865427 0.421693802686317
"RPL24" 0.143130865483223 0.251197504865427 0.421693802686317
"TLR2" 0.111265440260817 0 0
"PLAC8" 0 0.768341798214397 0
"HLA-DPB1" 0 0 0
"PPP1CA" 0.108407190354534 0.92312049365293 0.205699446713143
"FKBP1C" 0.138625037852062 0 0.215399989738599
"FKBP1A" 0.138625037852062 0 0.215399989738599
"LRP10" 0 0 0
"FCGR2A" 0 0.260344928309066 0
"FCGR2C" 0 0.260344928309066 0
"NACAP1" 0.124031773835024 0 0.191248336182476
"IFNGR2" 0 0 0
"RPL4P5" 0.134272344254494 0 0.410495977211955
"RPL4P4" 0.134272344254494 0 0.410495977211955
"RPL4P2" 0.134272344254494 0 0.410495977211955
"EFHD2" 0.158279129823054 0 0.391429726018092
"DUSP1" 0.102272532987271 0 0
"LTA4H" 0.105328619285387 0.522290723177145 0
"FAM129A" 0 0 0
"PLP2" 0 0 0.387557522399789
"PPT1" 0.126288744163391 0.250536591425539 0
"FXYD5" 0.112486612688636 0.662205128790692 0
"IQGAP1" 0 0 0
"FCMR" 0 2.03766260736526 0.248907516561931
"NONO" 0.132291855042003 0.965575472423176 0
"BTN3A3" 0.20807287600965 0.276158246684571 0.183883652975168
"BTN3A2" 0.20807287600965 0.276158246684571 0.183883652975168
"SLA" 0 0.71017016325283 0
"ACSL1" 0 0 0
"COX4I1" 0.1462424818902 0 0
"PSMF1" 0.105820045359432 0 0
"SUMO2P17" 0.107742368261834 0.699183960853112 0.189818577678125
"SUMO2P3" 0.107742368261834 0.699183960853112 0.189818577678125
"SUMO2P1" 0.107742368261834 0.699183960853112 0.189818577678125
"SUMO2" 0.107742368261834 0.699183960853112 0.189818577678125
"CSTB" 0.129163365665038 0 0.737177739729597
"SAT1" 0 2.00734604698938 0.565028795052052
"HBD" 0 0.29103755514815 0.417642637298961
"ATP6V0B" 0.101585038407206 0 0
"HSP90AB1" 0.225404366434171 0.610600120891867 0.223698926475175
"ADA2" 0 0.607891957135642 0
"PHC2" 0.118653253048304 0 0.233637591206925
"ARHGEF18" 0.128952898989961 2.23791306812598 0.750551131857518
"MORF4L1" 0.126674748944811 0 0
"LCK" 0.107010145212264 1.97325384582169 0.253170652204514
"TNFRSF10C" 0 0 0
"LST1" 0.1028249997455 0 0
"RIPOR2" 0 0 0
"RPS27AP16" 0.173413423080554 0.230205706738508 0.187877274971178
"RPS27A" 0.173413423080554 0.230205706738508 0.187877274971178
"TSPO" 0 0.225159330304735 0.195379834427061
"PTPRC" 0 0 0
"IL32" 0 0.932548996769302 0
"NAGK" 0.217650501244786 0.819801052045255 0
"CHST15" 0 0.334309671588625 0.461345311731713
"PSMB4" 0.233969668266293 0 0
"TIMP1" 0.127143822600452 0 0.420455795837829
"LTB" 0.149023537467821 0 0
"PLBD1" 0.101465525774255 0.258968394411327 0.188662903644391
"C5AR1" 0 0 0.194407951834682
"TRMT5" 0.145894774459833 0 0
"CD44" 0.135510025675652 0.50508910731938 0.194965974020394
"NPC2" 0 1.54895413251304 0.722951139467044
"MPP1" 0 0.317486230409981 0.440621451077091
"EIF3K" 0.112426671201589 0 0
"ZFP36" 0 0 0.22810587676638
"S100A11P1" 0.100779107747419 0 0
"MBOAT7" 0.100706300193061 0.249671527782363 0.223387655087145
"CCL5" 0 0.786198504722234 0
"PSMB3" 0.103537876893899 0.764812067823431 0
"PRKCB" 0 0.632076245989357 0.197887753288296
"TNFRSF1A" 0 0.233663551258093 0
"NBPF9" 0.152507814543044 0.51229881003727 0
"NBPF8" 0.152507814543044 0.51229881003727 0
"NBPF15" 0.152507814543044 0.51229881003727 0
"NBPF25P" 0.152507814543044 0.51229881003727 0
"NBPF19" 0.152507814543044 0.51229881003727 0
"NBPF3" 0.152507814543044 0.51229881003727 0
"NBPF12" 0.152507814543044 0.51229881003727 0
"NBPF14" 0.152507814543044 0.51229881003727 0
"NBPF20" 0.152507814543044 0.51229881003727 0
"NBPF11" 0.152507814543044 0.51229881003727 0
"NBPF10" 0.152507814543044 0.51229881003727 0
"RPL11" 0.113182948393033 0 0.420284892421711
"IRF1" 0 2.97331008387541 0.706416921784774
"ACTN1" 0.114506376602273 0.359411757009145 0
"GABARAPL2" 0.103011266958509 1.14943445964499 0.623657766769334
"FYB" 0.105945168699036 0 0.193805764862118
"JTB" 0 1.39131822625116 0.26881312954145
"CXCR1" 0 0 0
"KPNB1" 0.109717893929668 0.829372223002731 0.583486362861462
"H2AFY" 0.133176103900328 0 0.188404895546044
"FRAT2" 0 0 0
"TGIF2-C20orf24" 0 0 0
"C20orf24" 0 0 0
"BAG1" 0.106779340200538 0 0
"SOD2" 0.106026689576176 0 0
"RASSF2" 0 0.238987850973285 0.204720571637064
"RNF24" 0 0.531994013077501 0.633237498122185
"NKG7" 0.203326834760764 0.236210265558035 0
"RPL21P93" 0.130512942136869 0.252265823591376 0.590380338325328
"RPL21P28" 0.130512942136869 0.252265823591376 0.590380338325328
"RPL21P1" 0.130512942136869 0.252265823591376 0.590380338325328
"RPL21" 0.130512942136869 0.252265823591376 0.590380338325328
"RPL21P75" 0.130512942136869 0.252265823591376 0.590380338325328
"RPL21P11" 0.130512942136869 0.252265823591376 0.590380338325328
"SNORA27" 0.130512942136869 0.252265823591376 0.590380338325328
"RPL21P16" 0.130512942136869 0.252265823591376 0.590380338325328
"LYL1" 0.204974660134284 0 0
"HIST2H2AA3" 0.102190458370195 0.364078679269486 0
"HIST2H2AA4" 0.102190458370195 0.364078679269486 0
"SNX3" 0.126804152205916 2.44753377005496 1.17386444621932
"HCAR3" 0.110693014893878 0 0
"HCAR2" 0.110693014893878 0 0
"TGFBR2" 0.120158222749767 0 0
"GNB2" 0.139353500441958 0.594792721718373 0.186481912028582
"IGHM" 0.161738257261335 1.03742816721266 0
"CD247" 0 0.63288569897552 0.242508572106897
"RTN4" 0 0.735029933192473 1.14507110234003
"NFE2" 0 0.226898136487507 0.41997882004303
"EIF4G2" 0 0 0
"GNLY" 0 0.272004530121698 0
"LSP1" 0.135294390105804 1.451210021015 0.229864226309659
"ARHGAP45" 0.160781000845594 0 0
"STAT3" 0 0 0
"MARCH8" 0.105451334560083 0.237205982810645 0.189758933849109
"GLRX5" 0 0.621652683426147 0.388059567976145
"SELENBP1" 0.120258847413675 0.303295913045804 0.39105811693454
"RPL27" 0.115927776648703 0.276356706666379 0.182795331058982
"GNAI2" 0.151302231152037 0.568232778145395 0
"MAP2K3" 0.102599984527778 0 0
"PNRC1" 0.100790594029742 0.63844444786531 0.187694486419518
"DDX39B" 0.242276350390428 1.18237747747684 0
"ATP6V1G2-DDX39B" 0.242276350390428 1.18237747747684 0
"ACTR2" 0.105138947233261 0 0
"ISCU" 0.100608966734618 0 0
"SARAF" 0.132365103474736 0 0
"CD300A" 0 0.233968227231516 0.190442762028271
"EPB42" 0.114670731894177 0.249342779971533 0
"BAG6" 0.118501137645899 0 0.203688241852781
"ZYX" 0.112358732130473 0 0.187438295739023
